time,time_formatted,without_robot_output,with_robot_output,azimuth,zenith
1574053200,"11/17/2019, 23:00:00",0,0,0,0
1574056800,"11/18/2019, 00:00:00",0,0,0,0
1574060400,"11/18/2019, 01:00:00",0,0,0,0
1574064000,"11/18/2019, 02:00:00",0,0,0,0
1574067600,"11/18/2019, 03:00:00",0,0,0,0
1574071200,"11/18/2019, 04:00:00",0,0,0,0
1574074800,"11/18/2019, 05:00:00",0,0,0,0
1574078400,"11/18/2019, 06:00:00",0.7,2.7,81.78,91.37
1574082000,"11/18/2019, 07:00:00",12.6,42.3,90.59,78.98
1574085600,"11/18/2019, 08:00:00",49,144.3,99.87,66.63
1574089200,"11/18/2019, 09:00:00",86.7,192.1,110.77,54.71
1574092800,"11/18/2019, 10:00:00",123.5,206.3,125.01,43.9
1574096400,"11/18/2019, 11:00:00",128.1,209.9,145.07,35.47
1574100000,"11/18/2019, 12:00:00",124.4,205.6,171.98,31.58
1574103600,"11/18/2019, 13:00:00",108.2,198,200.06,33.91
1574107200,"11/18/2019, 14:00:00",81.6,195.4,221.89,41.48
1574110800,"11/18/2019, 15:00:00",51.9,167.1,237.06,52.04
1574114400,"11/18/2019, 16:00:00",21,72.4,248.03,64.11
1574118000,"11/18/2019, 17:00:00",1.4,2.3,256.69,76.93
1574121600,"11/18/2019, 18:00:00",0,0,0,0
1574125200,"11/18/2019, 19:00:00",0,0,0,0
1574128800,"11/18/2019, 20:00:00",0,0,0,0
1574132400,"11/18/2019, 21:00:00",0,0,0,0
1574136000,"11/18/2019, 22:00:00",0,0,0,0
1574139600,"11/18/2019, 23:00:00",0,0,0,0
1574488800,"11/23/2019, 00:00:00",0,0,0,0
1574492400,"11/23/2019, 01:00:00",0,0,0,0
1574496000,"11/23/2019, 02:00:00",0,0,0,0
1574499600,"11/23/2019, 03:00:00",0,0,0,0
1574503200,"11/23/2019, 04:00:00",0,0,0,0
1574506800,"11/23/2019, 05:00:00",0,0,0,0
1574510400,"11/23/2019, 06:00:00",0,0,83.62,91.99
1574514000,"11/23/2019, 07:00:00",10.4,42.2,92.48,79.59
1574517600,"11/23/2019, 08:00:00",42,153.2,101.89,67.29
1574521200,"11/23/2019, 09:00:00",86.7,193.5,112.97,55.53
1574524800,"11/23/2019, 10:00:00",111.1,209.2,127.39,44.99
1574528400,"11/23/2019, 11:00:00",128.4,210.7,147.31,36.97
1574532000,"11/23/2019, 12:00:00",122.4,204,173.22,33.46
1574535600,"11/23/2019, 13:00:00",101.2,199.9,199.82,35.91
1574539200,"11/23/2019, 14:00:00",80.2,197.1,220.79,43.33
1574542800,"11/23/2019, 15:00:00",46.6,165.2,235.7,53.7
1574546400,"11/23/2019, 16:00:00",14.7,75.7,246.62,65.61
1574550000,"11/23/2019, 17:00:00",0.9,0.9,255.28,78.32
1574553600,"11/23/2019, 18:00:00",0,0,0,0
1574557200,"11/23/2019, 19:00:00",0,0,0,0
1574560800,"11/23/2019, 20:00:00",0,0,0,0
1574564400,"11/23/2019, 21:00:00",0,0,0,0
1574568000,"11/23/2019, 22:00:00",0,0,0,0
1574571600,"11/23/2019, 23:00:00",0,0,0,0
1574575200,"11/24/2019, 00:00:00",0,0,0,0
1574578800,"11/24/2019, 01:00:00",0,0,0,0
1574582400,"11/24/2019, 02:00:00",0,0,0,0
1574586000,"11/24/2019, 03:00:00",0,0,0,0
1574589600,"11/24/2019, 04:00:00",0,0,0,0
1574593200,"11/24/2019, 05:00:00",0,0,0,0
1574596800,"11/24/2019, 06:00:00",0,0,83.99,92.12
1574600400,"11/24/2019, 07:00:00",9.6,45.4,92.86,79.71
1574604000,"11/24/2019, 08:00:00",44.2,146.5,102.29,67.43
1574607600,"11/24/2019, 09:00:00",80.3,191.6,113.41,55.7
1574611200,"11/24/2019, 10:00:00",115.2,202.4,127.86,45.22
1574614800,"11/24/2019, 11:00:00",125.4,210.3,147.74,37.27
1574618400,"11/24/2019, 12:00:00",199.3,201.7,173.44,33.84
1574622000,"11/24/2019, 13:00:00",104.2,197.6,199.76,36.3
1574625600,"11/24/2019, 14:00:00",78.3,193.6,220.58,43.7
1574629200,"11/24/2019, 15:00:00",45.3,169.3,235.44,54.03
1574632800,"11/24/2019, 16:00:00",16.9,73.4,246.34,65.91
1574636400,"11/24/2019, 17:00:00",0.8,0.8,255,78.59
1574640000,"11/24/2019, 18:00:00",0,0,0,0
1574643600,"11/24/2019, 19:00:00",0,0,0,0
1574647200,"11/24/2019, 20:00:00",0,0,0,0
1574650800,"11/24/2019, 21:00:00",0,0,0,0
1574654400,"11/24/2019, 22:00:00",0,0,0,0
1574658000,"11/24/2019, 23:00:00",0,0,0,0
1574661600,"11/25/2019, 00:00:00",0,0,0,0
1574665200,"11/25/2019, 01:00:00",0,0,0,0
1574668800,"11/25/2019, 02:00:00",0,0,0,0
1574672400,"11/25/2019, 03:00:00",0,0,0,0
1574676000,"11/25/2019, 04:00:00",0,0,0,0
1574679600,"11/25/2019, 05:00:00",0,0,0,0
1574683200,"11/25/2019, 06:00:00",0,0,84.37,92.24
1574686800,"11/25/2019, 07:00:00",11.5,44.4,93.25,79.84
1574690400,"11/25/2019, 08:00:00",48.4,150.9,102.7,67.57
1574694000,"11/25/2019, 09:00:00",88.6,194.6,113.85,55.87
1574697600,"11/25/2019, 10:00:00",120.4,210.5,128.32,45.45
1574701200,"11/25/2019, 11:00:00",129.7,215.8,148.16,37.58
1574704800,"11/25/2019, 12:00:00",130.4,209.5,173.66,34.22
1574708400,"11/25/2019, 13:00:00",110.3,201.9,199.71,36.7
1574712000,"11/25/2019, 14:00:00",81.4,194.8,220.37,44.06
1574715600,"11/25/2019, 15:00:00",51.1,169,235.17,54.36
1574719200,"11/25/2019, 16:00:00",19.7,70.1,246.06,66.2
1574722800,"11/25/2019, 17:00:00",1.3,1.3,254.72,78.86
1574726400,"11/25/2019, 18:00:00",0,0,0,0
1574730000,"11/25/2019, 19:00:00",0,0,0,0
1574733600,"11/25/2019, 20:00:00",0,0,0,0
1574737200,"11/25/2019, 21:00:00",0,0,0,0
1574740800,"11/25/2019, 22:00:00",0,0,0,0
1574744400,"11/25/2019, 23:00:00",0,0,0,0
1575093600,"11/30/2019, 00:00:00",0,0,0,0
1575097200,"11/30/2019, 01:00:00",0,0,0,0
1575100800,"11/30/2019, 02:00:00",0,0,0,0
1575104400,"11/30/2019, 03:00:00",0,0,0,0
1575108000,"11/30/2019, 04:00:00",0,0,0,0
1575111600,"11/30/2019, 05:00:00",0,0,0,0
1575115200,"11/30/2019, 06:00:00",0,0,86.25,92.87
1575118800,"11/30/2019, 07:00:00",9.7,40.3,95.16,80.47
1575122400,"11/30/2019, 08:00:00",45.4,148.6,104.71,68.29
1575126000,"11/30/2019, 09:00:00",85.4,190.4,116,56.76
1575129600,"11/30/2019, 10:00:00",120.1,210.8,130.56,46.63
1575133200,"11/30/2019, 11:00:00",131.3,215.3,150.15,39.14
1575136800,"11/30/2019, 12:00:00",125.6,210.4,174.67,36.12
1575140400,"11/30/2019, 13:00:00",94,200,199.43,38.67
1575144000,"11/30/2019, 14:00:00",69.3,192.3,219.32,45.88
1575147600,"11/30/2019, 15:00:00",50.3,167.1,233.86,55.97
1575151200,"11/30/2019, 16:00:00",17.5,59.2,244.68,67.64
1575154800,"11/30/2019, 17:00:00",1,1,253.31,80.17
1575158400,"11/30/2019, 18:00:00",0,0,0,0
1575162000,"11/30/2019, 19:00:00",0,0,0,0
1575165600,"11/30/2019, 20:00:00",0,0,0,0
1575169200,"11/30/2019, 21:00:00",0,0,0,0
1575172800,"11/30/2019, 22:00:00",0,0,0,0
1575176400,"11/30/2019, 23:00:00",0,0,0,0
1575180000,"12/01/2019, 00:00:00",0,0,0,0
1575183600,"12/01/2019, 01:00:00",0,0,0,0
1575187200,"12/01/2019, 02:00:00",0,0,0,0
1575190800,"12/01/2019, 03:00:00",0,0,0,0
1575194400,"12/01/2019, 04:00:00",0,0,0,0
1575198000,"12/01/2019, 05:00:00",0,0,0,0
1575201600,"12/01/2019, 06:00:00",0,0,86.63,93
1575205200,"12/01/2019, 07:00:00",10.3,43.1,95.55,80.6
1575208800,"12/01/2019, 08:00:00",45,149.8,105.11,68.44
1575212400,"12/01/2019, 09:00:00",85.3,192.5,116.42,56.95
1575216000,"12/01/2019, 10:00:00",116.7,208.2,130.99,46.87
1575219600,"12/01/2019, 11:00:00",128.3,213,150.52,39.46
1575223200,"12/01/2019, 12:00:00",124.4,206.4,174.85,36.5
1575226800,"12/01/2019, 13:00:00",102.4,199.9,199.37,39.05
1575230400,"12/01/2019, 14:00:00",77.3,194.5,219.12,46.24
1575234000,"12/01/2019, 15:00:00",48.3,167.7,233.6,56.29
1575237600,"12/01/2019, 16:00:00",17.2,69.6,244.41,67.92
1575241200,"12/01/2019, 17:00:00",1,1,253.03,80.42
1575244800,"12/01/2019, 18:00:00",0,0,0,0
1575248400,"12/01/2019, 19:00:00",0,0,0,0
1575252000,"12/01/2019, 20:00:00",0,0,0,0
1575255600,"12/01/2019, 21:00:00",0,0,0,0
1575259200,"12/01/2019, 22:00:00",0,0,0,0
1575262800,"12/01/2019, 23:00:00",0,0,0,0
